objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
1570,2020,"4026 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,512000,NO,R,SINGLE FAM. DWLG.,1951.0,1208,1419,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,2,4
1571,2020,"4032 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,681000,NO,R,SINGLE FAM. DWLG.,1953.0,1946,1946,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,4
1572,2020,"4036 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8505,RESIDENTIAL,537000,NO,R,SINGLE FAM. DWLG.,1960.0,936,1893,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,4
1573,2020,"4042 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7155,RESIDENTIAL,474000,NO,R,SINGLE FAM. DWLG.,1962.0,1018,1018,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,2,2
1574,2020,"4046 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,566000,NO,R,SINGLE FAM. DWLG.,1964.0,864,1764,2,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,4
1575,2020,"4049 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,620000,NO,R,SINGLE FAM. DWLG.,1953.0,1768,1768,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,4
1576,2020,"4043 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,371000,NO,R,SINGLE FAM. DWLG.,1950.0,1032,1032,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,1,3
1577,2020,"4039 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,446500,NO,R,SINGLE FAM. DWLG.,1947.0,720,1444,1.5,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1578,2020,"4035 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,595000,NO,R,SINGLE FAM. DWLG.,1948.0,1344,1686,1.2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,0,2,3
1579,2020,"4029 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,1424000,NO,R,SINGLE FAM. DWLG.,1952.0,1548,2994,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,5
1580,2020,"4023 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,467500,NO,R,SINGLE FAM. DWLG.,1954.0,1217,1217,1,1,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,2,3
1581,2020,"4017 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,647500,NO,R,SINGLE FAM. DWLG.,1955.0,1741,1765,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,3,3
1582,2020,"4011 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,564500,NO,R,SINGLE FAM. DWLG.,1959.0,866,1714,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1583,2020,"4007 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,728500,NO,R,SPLIT LEVEL SNG. DWLG.,1955.0,504,2312,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,6
1584,2020,"4001 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8840,RESIDENTIAL,790000,NO,R,SINGLE FAM. DWLG.,1953.0,1548,2220,1.2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,4
1585,2020,"4000 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,545000,NO,R,SINGLE FAM. DWLG.,1947.0,908,1374,1.2,1,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,3,4
1586,2020,"4006 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,720000,NO,R,SINGLE FAM. DWLG.,1951.0,1077,2468,2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,2,3,4
1587,2020,"4012 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,479500,NO,R,SINGLE FAM. DWLG.,1949.0,1021,1341,1.2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1588,2020,"4016 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,455500,NO,R,SINGLE FAM. DWLG.,1949.0,1192,1192,1,1,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,0,2,3
1589,2020,"4024 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1000000,NO,R,SINGLE FAM. DWLG.,2018.0,1709,2413,1.2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,2,3,4
1590,2020,"4026 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,556000,NO,R,SINGLE FAM. DWLG.,1947.0,1043,1778,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1591,2020,"4030 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,457500,NO,R,SINGLE FAM. DWLG.,1947.0,840,1336,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1592,2020,"4038 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,618000,NO,R,SINGLE FAM. DWLG.,1947.0,937,2036,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,5
1593,2020,"4040 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,569500,NO,R,SINGLE FAM. DWLG.,1958.0,1342,1342,1,1,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,2,3,3
1594,2020,"4044 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,759000,NO,R,SINGLE FAM. DWLG.,1951.0,880,2338,2,4,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,1,3,3
1595,2020,"4049 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,482500,NO,R,SINGLE FAM. DWLG.,1925.0,1064,1064,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1596,2020,"4043 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,951000,NO,R,SINGLE FAM. DWLG.,1910.0,1088,2528,1.7,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,3,4
1597,2020,"4037 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,689500,NO,R,SINGLE FAM. DWLG.,1910.0,786,1774,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GAMBREL,1,1,3,3
1598,2020,"4031 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,654000,NO,R,SINGLE FAM. DWLG.,1949.0,1216,2092,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,1,4,3
1599,2020,"4027 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,561500,NO,R,SINGLE FAM. DWLG.,1910.0,735,1960,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,3,4
1600,2020,"4023 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7888,RESIDENTIAL,1007500,NO,R,SINGLE FAM. DWLG.,2001.0,1320,2650,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,5
1601,2020,"4017 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,632000,NO,R,SINGLE FAM. DWLG.,1950.0,1756,2440,1.5,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
1602,2020,"4015 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,705000,NO,R,SINGLE FAM. DWLG.,1974.0,1358,2370,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,3
1603,2020,"4007 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,478000,NO,R,SINGLE FAM. DWLG.,1912.0,961,1831,2.2,1,HOT WATER,WOOD FRAME,WOOD,HIP,1,0,2,4
1604,2020,"3215 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,2925,RESIDENTIAL,377500,NO,R,SINGLE FAM. DWLG.,1912.0,640,968,1.5,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,0,1,2
1605,2020,"4001 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5590,RESIDENTIAL,550000,NO,R,SINGLE FAM. DWLG.,1947.0,1533,1533,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,3,3
1606,2020,"4000 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,688000,NO,R,SGL. DWLG. W/TUCK UNDER,1923.0,858,1870,2,1,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,3
1607,2020,"4006 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7656,RESIDENTIAL,621000,NO,R,SINGLE FAM. DWLG.,1938.0,988,2222,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1608,2020,"4012 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,515000,NO,R,SINGLE FAM. DWLG.,1909.0,902,1659,1.2,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,0,1,3
1609,2020,"4018 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,821500,NO,R,SINGLE FAM. DWLG.,1925.0,1059,2626,2,2,HOT WATER,WOOD FRAME,STUCCO,FLAT,1,2,3,4
1610,2020,"4022 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,587000,NO,R,SINGLE FAM. DWLG.,1951.0,1383,1383,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,2,3
1611,2020,"4026 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,904500,NO,R,SINGLE FAM. DWLG.,1920.0,1419,2222,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,4,4
1612,2020,"4030 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1328500,NO,R,CONTEMPORARY,2014.0,1501,2839,2,2,FORCED AIR,WOOD FRAME,CONCRETE,FLAT,1,2,5,6
1613,2020,"4036 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,386500,NO,R,SINGLE FAM. DWLG.,1900.0,150,910,1.5,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,2
1614,2020,"4042 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,424500,NO,R,SGL. DWLG. W/TUCK UNDER,1952.0,864,1084,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,2,3
1615,2020,"4048 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,648000,NO,R,SINGLE FAM. DWLG.,1920.0,1130,1758,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1616,2020,"4049 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,643500,NO,R,SGL. DWLG. W/TUCK UNDER,1979.0,546,1872,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1617,2020,"4043 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,1200000,NO,R,CONTEMPORARY,2015.0,1515,2866,1.7,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,2,5,5
1618,2020,"4037 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7729,RESIDENTIAL,430500,NO,R,SINGLE FAM. DWLG.,1905.0,662,1286,2.2,1,HOT WATER,WOOD FRAME,METAL/VINYL,HIP,1,0,1,3
1619,2020,"4033 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7467,RESIDENTIAL,635000,NO,R,SINGLE FAM. DWLG.,1966.0,1220,2412,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,4
1620,2020,"4029 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,836000,NO,R,SINGLE FAM. DWLG.,1926.0,660,2090,2.2,3,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,4,3
1621,2020,"4025 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,922000,NO,R,SINGLE FAM. DWLG.,1940.0,1496,2428,1.7,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,5
1622,2020,"4017 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,606000,NO,R,SINGLE FAM. DWLG.,1923.0,740,1846,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,2,3
1623,2020,"4011 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,797000,NO,R,SGL. DWLG. W/TUCK UNDER,1919.0,541,1986,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,4
1624,2020,"4007 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7598,RESIDENTIAL,458000,NO,R,SGL. DWLG. W/TUCK UNDER,1952.0,1232,1232,1,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,2,3
1625,2020,"4001 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8515,RESIDENTIAL,389500,NO,R,SINGLE FAM. DWLG.,1947.0,1246,1246,1,1,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,1,3
1626,2020,"4000 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8645,RESIDENTIAL,593000,NO,R,SINGLE FAM. DWLG.,1951.0,1060,1312,1.2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,4
1627,2020,"4006 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,648000,NO,R,SINGLE FAM. DWLG.,1924.0,1000,2106,1.2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,4,5
1628,2020,"4012 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,677000,NO,R,SINGLE FAM. DWLG.,1950.0,840,2092,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
1629,2020,"4016 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,808500,NO,R,SINGLE FAM. DWLG.,1923.0,1064,2620,2.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,3,4
1630,2020,"4022 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,630000,NO,R,SINGLE FAM. DWLG.,1920.0,1027,1772,1.7,2,FORCED AIR,WOOD FRAME,OTHER,GABLE,1,1,3,4
1631,2020,"4028 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,680000,NO,R,SINGLE FAM. DWLG.,1923.0,1096,2192,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,4,4
1632,2020,"4034 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,435000,NO,R,SINGLE FAM. DWLG.,1921.0,624,1248,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,0,1,3
1633,2020,"4038 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,710500,NO,R,SINGLE FAM. DWLG.,1935.0,1007,1663,1.5,2,HOT WATER,WOOD FRAME,BRICK,GABLE,1,2,3,2
1634,2020,"4042 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,443000,NO,R,SINGLE FAM. DWLG.,1919.0,876,1288,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,2
1635,2020,"4048 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,689500,NO,R,SINGLE FAM. DWLG.,1930.0,1381,1596,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1636,2020,"4047 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,418500,NO,R,SINGLE FAM. DWLG.,1918.0,800,2056,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GAMBREL,1,2,2,4
1637,2020,"4043 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,555500,NO,R,SINGLE FAM. DWLG.,1951.0,1112,1517,1.2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,3
1638,2020,"4037 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,642500,NO,R,SINGLE FAM. DWLG.,1928.0,1314,1884,1.5,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,5
1639,2020,"4031 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,650000,NO,R,SINGLE FAM. DWLG.,2019.0,1204,2596,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,5
1640,2020,"4027 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,655500,NO,R,SGL. DWLG. W/TUCK UNDER,1939.0,1074,1890,1.7,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,1,3,3
1641,2020,"4023 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,575000,NO,R,SINGLE FAM. DWLG.,1918.0,992,1812,1.7,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1642,2020,"4017 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,853500,NO,R,SINGLE FAM. DWLG.,1924.0,1157,2485,2,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,4,4
1643,2020,"4011 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,1184500,NO,R,SINGLE FAM. DWLG.,2013.0,1685,3807,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,5,4
1644,2020,"4007 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,769000,NO,R,SINGLE FAM. DWLG.,1951.0,938,1876,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1645,2020,"4001 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8775,RESIDENTIAL,521500,NO,R,SGL. DWLG. W/TUCK UNDER,1948.0,894,1111,1,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
1646,2020,"4100 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5453,RESIDENTIAL,522000,NO,R,SINGLE FAM. DWLG.,1922.0,1118,1524,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1647,2020,"4104 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5453,RESIDENTIAL,712500,NO,R,SINGLE FAM. DWLG.,1922.0,1066,1435,1.5,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1648,2020,"4108 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5453,RESIDENTIAL,529000,NO,R,CONTEMPORARY,1922.0,1348,1923,1.5,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,2,4
1649,2020,"4110 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,535000,NO,R,SINGLE FAM. DWLG.,1921.0,998,1674,2,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,2,3
1650,2020,"4120 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,531500,NO,R,SINGLE FAM. DWLG.,1921.0,1004,1284,1.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,4
1651,2020,"4124 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,686500,NO,R,SINGLE FAM. DWLG.,1930.0,1186,1156,2,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,7
1652,2020,"4128 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,493500,NO,R,SINGLE FAM. DWLG.,1919.0,1138,1423,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1653,2020,"4132 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,455000,NO,R,SINGLE FAM. DWLG.,1924.0,806,1482,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,3
1654,2020,"4136 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7714,RESIDENTIAL,422500,NO,R,SINGLE FAM. DWLG.,1905.0,864,1555,1.7,0,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,3
